question_id,image,cls,label,pred,response,inference_s,vram_mb
1,close_distance_trash10.jpg,plastic wrapper,yes,no,"no garbage, clean environment: 0.75 | trash pile: 0.09 | plastic bottle: 0.07 | plastic bag: 0.05 | trash: 0.02 | can: 0.00 | plastic wrapper: 0.00 | metal scrap: 0.00 | glass: 0.00",0.376,1659.9
4991,hn_cabo_torres_view_harbour_entrance_44.jpg,can,no,yes,"can: 0.50 | no garbage, clean environment: 0.47 | plastic bottle: 0.01 | trash pile: 0.01 | glass: 0.00 | plastic bag: 0.00 | metal scrap: 0.00 | plastic wrapper: 0.00 | trash: 0.00",0.064,1659.9
4992,hn_cabo_torres_view_harbour_entrance_44.jpg,plastic bottle,no,no,"can: 0.50 | no garbage, clean environment: 0.47 | plastic bottle: 0.01 | trash pile: 0.01 | glass: 0.00 | plastic bag: 0.00 | metal scrap: 0.00 | plastic wrapper: 0.00 | trash: 0.00",0.07,1659.9
4993,hn_cabo_torres_view_harbour_entrance_5.jpg,can,no,no,"no garbage, clean environment: 0.96 | can: 0.03 | trash pile: 0.01 | trash: 0.00 | glass: 0.00 | plastic bag: 0.00 | plastic bottle: 0.00 | plastic wrapper: 0.00 | metal scrap: 0.00",0.081,1659.9
4994,hn_cabo_torres_view_harbour_entrance_5.jpg,plastic bag,no,no,"no garbage, clean environment: 0.96 | can: 0.03 | trash pile: 0.01 | trash: 0.00 | glass: 0.00 | plastic bag: 0.00 | plastic bottle: 0.00 | plastic wrapper: 0.00 | metal scrap: 0.00",0.066,1659.9
4995,hn_cabo_torres_view_harbour_entrance_5.jpg,trash,no,no,"no garbage, clean environment: 0.96 | can: 0.03 | trash pile: 0.01 | trash: 0.00 | glass: 0.00 | plastic bag: 0.00 | plastic bottle: 0.00 | plastic wrapper: 0.00 | metal scrap: 0.00",0.072,1659.9
4996,hn_cabo_torres_view_harbour_entrance_5.jpg,metal scrap,no,no,"no garbage, clean environment: 0.96 | can: 0.03 | trash pile: 0.01 | trash: 0.00 | glass: 0.00 | plastic bag: 0.00 | plastic bottle: 0.00 | plastic wrapper: 0.00 | metal scrap: 0.00",0.07,1659.9
4997,hn_cabo_torres_view_harbour_entrance_5.jpg,glass,no,no,"no garbage, clean environment: 0.96 | can: 0.03 | trash pile: 0.01 | trash: 0.00 | glass: 0.00 | plastic bag: 0.00 | plastic bottle: 0.00 | plastic wrapper: 0.00 | metal scrap: 0.00",0.089,1659.9
4998,hn_cabo_torres_view_harbour_entrance_5.jpg,trash pile,no,no,"no garbage, clean environment: 0.96 | can: 0.03 | trash pile: 0.01 | trash: 0.00 | glass: 0.00 | plastic bag: 0.00 | plastic bottle: 0.00 | plastic wrapper: 0.00 | metal scrap: 0.00",0.068,1659.9
4999,hn_cabo_torres_view_harbour_entrance_5.jpg,plastic bottle,no,no,"no garbage, clean environment: 0.96 | can: 0.03 | trash pile: 0.01 | trash: 0.00 | glass: 0.00 | plastic bag: 0.00 | plastic bottle: 0.00 | plastic wrapper: 0.00 | metal scrap: 0.00",0.085,1659.9
5000,hn_cabo_torres_view_harbour_entrance_5.jpg,plastic wrapper,no,no,"no garbage, clean environment: 0.96 | can: 0.03 | trash pile: 0.01 | trash: 0.00 | glass: 0.00 | plastic bag: 0.00 | plastic bottle: 0.00 | plastic wrapper: 0.00 | metal scrap: 0.00",0.071,1659.9
5001,hn_cabo_torres_view_harbour_entrance_51.jpg,metal scrap,no,no,"no garbage, clean environment: 0.62 | can: 0.36 | metal scrap: 0.01 | glass: 0.00 | trash pile: 0.00 | plastic bottle: 0.00 | plastic bag: 0.00 | trash: 0.00 | plastic wrapper: 0.00",0.069,1659.9
5002,hn_cabo_torres_view_harbour_entrance_51.jpg,trash pile,no,no,"no garbage, clean environment: 0.62 | can: 0.36 | metal scrap: 0.01 | glass: 0.00 | trash pile: 0.00 | plastic bottle: 0.00 | plastic bag: 0.00 | trash: 0.00 | plastic wrapper: 0.00",0.083,1659.9
5003,hn_cabo_torres_view_harbour_entrance_51.jpg,trash,no,no,"no garbage, clean environment: 0.62 | can: 0.36 | metal scrap: 0.01 | glass: 0.00 | trash pile: 0.00 | plastic bottle: 0.00 | plastic bag: 0.00 | trash: 0.00 | plastic wrapper: 0.00",0.069,1659.9
5004,hn_cabo_torres_view_harbour_entrance_51.jpg,plastic bottle,no,no,"no garbage, clean environment: 0.62 | can: 0.36 | metal scrap: 0.01 | glass: 0.00 | trash pile: 0.00 | plastic bottle: 0.00 | plastic bag: 0.00 | trash: 0.00 | plastic wrapper: 0.00",0.068,1659.9
5005,hn_cabo_torres_view_harbour_entrance_51.jpg,plastic bag,no,no,"no garbage, clean environment: 0.62 | can: 0.36 | metal scrap: 0.01 | glass: 0.00 | trash pile: 0.00 | plastic bottle: 0.00 | plastic bag: 0.00 | trash: 0.00 | plastic wrapper: 0.00",0.065,1659.9
5006,hn_cabo_torres_view_harbour_entrance_51.jpg,plastic wrapper,no,no,"no garbage, clean environment: 0.62 | can: 0.36 | metal scrap: 0.01 | glass: 0.00 | trash pile: 0.00 | plastic bottle: 0.00 | plastic bag: 0.00 | trash: 0.00 | plastic wrapper: 0.00",0.104,1659.9
5007,hn_cabo_torres_view_harbour_entrance_51.jpg,can,no,yes,"no garbage, clean environment: 0.62 | can: 0.36 | metal scrap: 0.01 | glass: 0.00 | trash pile: 0.00 | plastic bottle: 0.00 | plastic bag: 0.00 | trash: 0.00 | plastic wrapper: 0.00",0.075,1659.9
5008,hn_cabo_torres_view_harbour_entrance_51.jpg,glass,no,no,"no garbage, clean environment: 0.62 | can: 0.36 | metal scrap: 0.01 | glass: 0.00 | trash pile: 0.00 | plastic bottle: 0.00 | plastic bag: 0.00 | trash: 0.00 | plastic wrapper: 0.00",0.072,1659.9
5009,hn_cabo_torres_view_harbour_entrance_53.jpg,plastic bottle,no,no,"no garbage, clean environment: 0.62 | can: 0.37 | metal scrap: 0.00 | plastic bottle: 0.00 | glass: 0.00 | trash pile: 0.00 | trash: 0.00 | plastic bag: 0.00 | plastic wrapper: 0.00",0.09,1659.9
5010,hn_cabo_torres_view_harbour_entrance_53.jpg,trash,no,no,"no garbage, clean environment: 0.62 | can: 0.37 | metal scrap: 0.00 | plastic bottle: 0.00 | glass: 0.00 | trash pile: 0.00 | trash: 0.00 | plastic bag: 0.00 | plastic wrapper: 0.00",0.072,1659.9
5011,hn_cabo_torres_view_harbour_entrance_53.jpg,can,no,yes,"no garbage, clean environment: 0.62 | can: 0.37 | metal scrap: 0.00 | plastic bottle: 0.00 | glass: 0.00 | trash pile: 0.00 | trash: 0.00 | plastic bag: 0.00 | plastic wrapper: 0.00",0.064,1659.9
5012,hn_cabo_torres_view_harbour_entrance_53.jpg,metal scrap,no,no,"no garbage, clean environment: 0.62 | can: 0.37 | metal scrap: 0.00 | plastic bottle: 0.00 | glass: 0.00 | trash pile: 0.00 | trash: 0.00 | plastic bag: 0.00 | plastic wrapper: 0.00",0.064,1659.9
5013,hn_cabo_torres_view_harbour_entrance_53.jpg,plastic bag,no,no,"no garbage, clean environment: 0.62 | can: 0.37 | metal scrap: 0.00 | plastic bottle: 0.00 | glass: 0.00 | trash pile: 0.00 | trash: 0.00 | plastic bag: 0.00 | plastic wrapper: 0.00",0.072,1659.9
5014,hn_cabo_torres_view_harbour_entrance_53.jpg,trash pile,no,no,"no garbage, clean environment: 0.62 | can: 0.37 | metal scrap: 0.00 | plastic bottle: 0.00 | glass: 0.00 | trash pile: 0.00 | trash: 0.00 | plastic bag: 0.00 | plastic wrapper: 0.00",0.063,1659.9
5015,hn_cabo_torres_view_harbour_entrance_53.jpg,glass,no,no,"no garbage, clean environment: 0.62 | can: 0.37 | metal scrap: 0.00 | plastic bottle: 0.00 | glass: 0.00 | trash pile: 0.00 | trash: 0.00 | plastic bag: 0.00 | plastic wrapper: 0.00",0.065,1659.9
5016,hn_cabo_torres_view_harbour_entrance_53.jpg,plastic wrapper,no,no,"no garbage, clean environment: 0.62 | can: 0.37 | metal scrap: 0.00 | plastic bottle: 0.00 | glass: 0.00 | trash pile: 0.00 | trash: 0.00 | plastic bag: 0.00 | plastic wrapper: 0.00",0.069,1659.9
5017,hn_cabo_torres_view_harbour_entrance_55.jpg,glass,no,no,"no garbage, clean environment: 0.53 | can: 0.40 | plastic bottle: 0.02 | trash pile: 0.01 | glass: 0.01 | metal scrap: 0.01 | trash: 0.01 | plastic bag: 0.01 | plastic wrapper: 0.01",0.072,1659.9
5018,hn_cabo_torres_view_harbour_entrance_55.jpg,plastic bag,no,no,"no garbage, clean environment: 0.53 | can: 0.40 | plastic bottle: 0.02 | trash pile: 0.01 | glass: 0.01 | metal scrap: 0.01 | trash: 0.01 | plastic bag: 0.01 | plastic wrapper: 0.01",0.065,1659.9
5019,hn_cabo_torres_view_harbour_entrance_55.jpg,plastic bottle,no,no,"no garbage, clean environment: 0.53 | can: 0.40 | plastic bottle: 0.02 | trash pile: 0.01 | glass: 0.01 | metal scrap: 0.01 | trash: 0.01 | plastic bag: 0.01 | plastic wrapper: 0.01",0.069,1659.9
5020,hn_cabo_torres_view_harbour_entrance_55.jpg,trash,no,no,"no garbage, clean environment: 0.53 | can: 0.40 | plastic bottle: 0.02 | trash pile: 0.01 | glass: 0.01 | metal scrap: 0.01 | trash: 0.01 | plastic bag: 0.01 | plastic wrapper: 0.01",0.073,1659.9
5021,hn_cabo_torres_view_harbour_entrance_55.jpg,trash pile,no,no,"no garbage, clean environment: 0.53 | can: 0.40 | plastic bottle: 0.02 | trash pile: 0.01 | glass: 0.01 | metal scrap: 0.01 | trash: 0.01 | plastic bag: 0.01 | plastic wrapper: 0.01",0.067,1659.9
5022,hn_cabo_torres_view_harbour_entrance_55.jpg,metal scrap,no,no,"no garbage, clean environment: 0.53 | can: 0.40 | plastic bottle: 0.02 | trash pile: 0.01 | glass: 0.01 | metal scrap: 0.01 | trash: 0.01 | plastic bag: 0.01 | plastic wrapper: 0.01",0.076,1659.9
5023,hn_cabo_torres_view_harbour_entrance_55.jpg,plastic wrapper,no,no,"no garbage, clean environment: 0.53 | can: 0.40 | plastic bottle: 0.02 | trash pile: 0.01 | glass: 0.01 | metal scrap: 0.01 | trash: 0.01 | plastic bag: 0.01 | plastic wrapper: 0.01",0.067,1659.9
5024,hn_cabo_torres_view_harbour_entrance_55.jpg,can,no,yes,"no garbage, clean environment: 0.53 | can: 0.40 | plastic bottle: 0.02 | trash pile: 0.01 | glass: 0.01 | metal scrap: 0.01 | trash: 0.01 | plastic bag: 0.01 | plastic wrapper: 0.01",0.07,1659.9
5025,hn_cabo_torres_view_harbour_entrance_56.jpg,plastic bag,no,no,"no garbage, clean environment: 0.97 | can: 0.02 | plastic bottle: 0.00 | glass: 0.00 | trash pile: 0.00 | plastic bag: 0.00 | plastic wrapper: 0.00 | trash: 0.00 | metal scrap: 0.00",0.072,1659.9
5026,hn_cabo_torres_view_harbour_entrance_56.jpg,metal scrap,no,no,"no garbage, clean environment: 0.97 | can: 0.02 | plastic bottle: 0.00 | glass: 0.00 | trash pile: 0.00 | plastic bag: 0.00 | plastic wrapper: 0.00 | trash: 0.00 | metal scrap: 0.00",0.07,1659.9
5027,hn_cabo_torres_view_harbour_entrance_56.jpg,plastic bottle,no,no,"no garbage, clean environment: 0.97 | can: 0.02 | plastic bottle: 0.00 | glass: 0.00 | trash pile: 0.00 | plastic bag: 0.00 | plastic wrapper: 0.00 | trash: 0.00 | metal scrap: 0.00",0.089,1659.9
5028,hn_cabo_torres_view_harbour_entrance_56.jpg,glass,no,no,"no garbage, clean environment: 0.97 | can: 0.02 | plastic bottle: 0.00 | glass: 0.00 | trash pile: 0.00 | plastic bag: 0.00 | plastic wrapper: 0.00 | trash: 0.00 | metal scrap: 0.00",0.079,1659.9
5029,hn_cabo_torres_view_harbour_entrance_56.jpg,trash,no,no,"no garbage, clean environment: 0.97 | can: 0.02 | plastic bottle: 0.00 | glass: 0.00 | trash pile: 0.00 | plastic bag: 0.00 | plastic wrapper: 0.00 | trash: 0.00 | metal scrap: 0.00",0.083,1659.9
5030,hn_cabo_torres_view_harbour_entrance_56.jpg,plastic wrapper,no,no,"no garbage, clean environment: 0.97 | can: 0.02 | plastic bottle: 0.00 | glass: 0.00 | trash pile: 0.00 | plastic bag: 0.00 | plastic wrapper: 0.00 | trash: 0.00 | metal scrap: 0.00",0.066,1659.9
5031,hn_cabo_torres_view_harbour_entrance_56.jpg,can,no,no,"no garbage, clean environment: 0.97 | can: 0.02 | plastic bottle: 0.00 | glass: 0.00 | trash pile: 0.00 | plastic bag: 0.00 | plastic wrapper: 0.00 | trash: 0.00 | metal scrap: 0.00",0.072,1659.9
5032,hn_cabo_torres_view_harbour_entrance_56.jpg,trash pile,no,no,"no garbage, clean environment: 0.97 | can: 0.02 | plastic bottle: 0.00 | glass: 0.00 | trash pile: 0.00 | plastic bag: 0.00 | plastic wrapper: 0.00 | trash: 0.00 | metal scrap: 0.00",0.071,1659.9
5033,hn_cabo_torres_view_harbour_entrance_57.jpg,plastic wrapper,no,no,"no garbage, clean environment: 0.65 | can: 0.28 | glass: 0.02 | plastic bottle: 0.01 | metal scrap: 0.01 | plastic bag: 0.01 | plastic wrapper: 0.01 | trash pile: 0.01 | trash: 0.00",0.071,1659.9
5034,hn_cabo_torres_view_harbour_entrance_57.jpg,plastic bag,no,no,"no garbage, clean environment: 0.65 | can: 0.28 | glass: 0.02 | plastic bottle: 0.01 | metal scrap: 0.01 | plastic bag: 0.01 | plastic wrapper: 0.01 | trash pile: 0.01 | trash: 0.00",0.064,1659.9
5035,hn_cabo_torres_view_harbour_entrance_57.jpg,can,no,yes,"no garbage, clean environment: 0.65 | can: 0.28 | glass: 0.02 | plastic bottle: 0.01 | metal scrap: 0.01 | plastic bag: 0.01 | plastic wrapper: 0.01 | trash pile: 0.01 | trash: 0.00",0.065,1659.9
5036,hn_cabo_torres_view_harbour_entrance_57.jpg,glass,no,no,"no garbage, clean environment: 0.65 | can: 0.28 | glass: 0.02 | plastic bottle: 0.01 | metal scrap: 0.01 | plastic bag: 0.01 | plastic wrapper: 0.01 | trash pile: 0.01 | trash: 0.00",0.074,1659.9
5037,hn_cabo_torres_view_harbour_entrance_57.jpg,plastic bottle,no,no,"no garbage, clean environment: 0.65 | can: 0.28 | glass: 0.02 | plastic bottle: 0.01 | metal scrap: 0.01 | plastic bag: 0.01 | plastic wrapper: 0.01 | trash pile: 0.01 | trash: 0.00",0.069,1659.9
5038,hn_cabo_torres_view_harbour_entrance_57.jpg,metal scrap,no,no,"no garbage, clean environment: 0.65 | can: 0.28 | glass: 0.02 | plastic bottle: 0.01 | metal scrap: 0.01 | plastic bag: 0.01 | plastic wrapper: 0.01 | trash pile: 0.01 | trash: 0.00",0.069,1659.9
5039,hn_cabo_torres_view_harbour_entrance_57.jpg,trash,no,no,"no garbage, clean environment: 0.65 | can: 0.28 | glass: 0.02 | plastic bottle: 0.01 | metal scrap: 0.01 | plastic bag: 0.01 | plastic wrapper: 0.01 | trash pile: 0.01 | trash: 0.00",0.064,1659.9
5040,hn_cabo_torres_view_harbour_entrance_57.jpg,trash pile,no,no,"no garbage, clean environment: 0.65 | can: 0.28 | glass: 0.02 | plastic bottle: 0.01 | metal scrap: 0.01 | plastic bag: 0.01 | plastic wrapper: 0.01 | trash pile: 0.01 | trash: 0.00",0.068,1659.9
5041,hn_cabo_torres_view_harbour_entrance_59.jpg,can,no,no,"no garbage, clean environment: 0.75 | can: 0.20 | plastic bottle: 0.01 | metal scrap: 0.01 | glass: 0.01 | trash pile: 0.01 | plastic bag: 0.00 | plastic wrapper: 0.00 | trash: 0.00",0.085,1659.9
5042,hn_cabo_torres_view_harbour_entrance_59.jpg,glass,no,no,"no garbage, clean environment: 0.75 | can: 0.20 | plastic bottle: 0.01 | metal scrap: 0.01 | glass: 0.01 | trash pile: 0.01 | plastic bag: 0.00 | plastic wrapper: 0.00 | trash: 0.00",0.071,1659.9
5043,hn_cabo_torres_view_harbour_entrance_59.jpg,trash pile,no,no,"no garbage, clean environment: 0.75 | can: 0.20 | plastic bottle: 0.01 | metal scrap: 0.01 | glass: 0.01 | trash pile: 0.01 | plastic bag: 0.00 | plastic wrapper: 0.00 | trash: 0.00",0.084,1659.9
5044,hn_cabo_torres_view_harbour_entrance_59.jpg,trash,no,no,"no garbage, clean environment: 0.75 | can: 0.20 | plastic bottle: 0.01 | metal scrap: 0.01 | glass: 0.01 | trash pile: 0.01 | plastic bag: 0.00 | plastic wrapper: 0.00 | trash: 0.00",0.078,1659.9
5045,hn_cabo_torres_view_harbour_entrance_59.jpg,plastic bottle,no,no,"no garbage, clean environment: 0.75 | can: 0.20 | plastic bottle: 0.01 | metal scrap: 0.01 | glass: 0.01 | trash pile: 0.01 | plastic bag: 0.00 | plastic wrapper: 0.00 | trash: 0.00",0.077,1659.9
5046,hn_cabo_torres_view_harbour_entrance_59.jpg,metal scrap,no,no,"no garbage, clean environment: 0.75 | can: 0.20 | plastic bottle: 0.01 | metal scrap: 0.01 | glass: 0.01 | trash pile: 0.01 | plastic bag: 0.00 | plastic wrapper: 0.00 | trash: 0.00",0.072,1659.9
5047,hn_cabo_torres_view_harbour_entrance_59.jpg,plastic wrapper,no,no,"no garbage, clean environment: 0.75 | can: 0.20 | plastic bottle: 0.01 | metal scrap: 0.01 | glass: 0.01 | trash pile: 0.01 | plastic bag: 0.00 | plastic wrapper: 0.00 | trash: 0.00",0.07,1659.9
5048,hn_cabo_torres_view_harbour_entrance_59.jpg,plastic bag,no,no,"no garbage, clean environment: 0.75 | can: 0.20 | plastic bottle: 0.01 | metal scrap: 0.01 | glass: 0.01 | trash pile: 0.01 | plastic bag: 0.00 | plastic wrapper: 0.00 | trash: 0.00",0.081,1659.9
5049,hn_cabo_torres_view_harbour_entrance_60.jpg,plastic bag,no,no,"no garbage, clean environment: 0.69 | can: 0.22 | glass: 0.04 | plastic bottle: 0.02 | metal scrap: 0.01 | trash pile: 0.01 | plastic wrapper: 0.01 | plastic bag: 0.01 | trash: 0.00",0.074,1659.9
5050,hn_cabo_torres_view_harbour_entrance_60.jpg,plastic bottle,no,no,"no garbage, clean environment: 0.69 | can: 0.22 | glass: 0.04 | plastic bottle: 0.02 | metal scrap: 0.01 | trash pile: 0.01 | plastic wrapper: 0.01 | plastic bag: 0.01 | trash: 0.00",0.076,1659.9
5051,hn_cabo_torres_view_harbour_entrance_60.jpg,metal scrap,no,no,"no garbage, clean environment: 0.69 | can: 0.22 | glass: 0.04 | plastic bottle: 0.02 | metal scrap: 0.01 | trash pile: 0.01 | plastic wrapper: 0.01 | plastic bag: 0.01 | trash: 0.00",0.068,1659.9
5052,hn_cabo_torres_view_harbour_entrance_60.jpg,trash pile,no,no,"no garbage, clean environment: 0.69 | can: 0.22 | glass: 0.04 | plastic bottle: 0.02 | metal scrap: 0.01 | trash pile: 0.01 | plastic wrapper: 0.01 | plastic bag: 0.01 | trash: 0.00",0.068,1659.9
5053,hn_cabo_torres_view_harbour_entrance_60.jpg,plastic wrapper,no,no,"no garbage, clean environment: 0.69 | can: 0.22 | glass: 0.04 | plastic bottle: 0.02 | metal scrap: 0.01 | trash pile: 0.01 | plastic wrapper: 0.01 | plastic bag: 0.01 | trash: 0.00",0.07,1659.9
5054,hn_cabo_torres_view_harbour_entrance_60.jpg,can,no,no,"no garbage, clean environment: 0.69 | can: 0.22 | glass: 0.04 | plastic bottle: 0.02 | metal scrap: 0.01 | trash pile: 0.01 | plastic wrapper: 0.01 | plastic bag: 0.01 | trash: 0.00",0.064,1659.9
5055,hn_cabo_torres_view_harbour_entrance_60.jpg,trash,no,no,"no garbage, clean environment: 0.69 | can: 0.22 | glass: 0.04 | plastic bottle: 0.02 | metal scrap: 0.01 | trash pile: 0.01 | plastic wrapper: 0.01 | plastic bag: 0.01 | trash: 0.00",0.076,1659.9
5056,hn_cabo_torres_view_harbour_entrance_60.jpg,glass,no,no,"no garbage, clean environment: 0.69 | can: 0.22 | glass: 0.04 | plastic bottle: 0.02 | metal scrap: 0.01 | trash pile: 0.01 | plastic wrapper: 0.01 | plastic bag: 0.01 | trash: 0.00",0.078,1659.9
5057,hn_cabo_torres_view_harbour_entrance_61.jpg,trash pile,no,no,"no garbage, clean environment: 0.95 | can: 0.04 | plastic bottle: 0.00 | glass: 0.00 | trash pile: 0.00 | metal scrap: 0.00 | trash: 0.00 | plastic bag: 0.00 | plastic wrapper: 0.00",0.093,1659.9
5058,hn_cabo_torres_view_harbour_entrance_61.jpg,metal scrap,no,no,"no garbage, clean environment: 0.95 | can: 0.04 | plastic bottle: 0.00 | glass: 0.00 | trash pile: 0.00 | metal scrap: 0.00 | trash: 0.00 | plastic bag: 0.00 | plastic wrapper: 0.00",0.074,1659.9
5059,hn_cabo_torres_view_harbour_entrance_61.jpg,trash,no,no,"no garbage, clean environment: 0.95 | can: 0.04 | plastic bottle: 0.00 | glass: 0.00 | trash pile: 0.00 | metal scrap: 0.00 | trash: 0.00 | plastic bag: 0.00 | plastic wrapper: 0.00",0.068,1659.9
5060,hn_cabo_torres_view_harbour_entrance_61.jpg,glass,no,no,"no garbage, clean environment: 0.95 | can: 0.04 | plastic bottle: 0.00 | glass: 0.00 | trash pile: 0.00 | metal scrap: 0.00 | trash: 0.00 | plastic bag: 0.00 | plastic wrapper: 0.00",0.066,1659.9
5061,hn_cabo_torres_view_harbour_entrance_61.jpg,can,no,no,"no garbage, clean environment: 0.95 | can: 0.04 | plastic bottle: 0.00 | glass: 0.00 | trash pile: 0.00 | metal scrap: 0.00 | trash: 0.00 | plastic bag: 0.00 | plastic wrapper: 0.00",0.07,1659.9
5062,hn_cabo_torres_view_harbour_entrance_61.jpg,plastic bottle,no,no,"no garbage, clean environment: 0.95 | can: 0.04 | plastic bottle: 0.00 | glass: 0.00 | trash pile: 0.00 | metal scrap: 0.00 | trash: 0.00 | plastic bag: 0.00 | plastic wrapper: 0.00",0.076,1659.9
5063,hn_cabo_torres_view_harbour_entrance_61.jpg,plastic bag,no,no,"no garbage, clean environment: 0.95 | can: 0.04 | plastic bottle: 0.00 | glass: 0.00 | trash pile: 0.00 | metal scrap: 0.00 | trash: 0.00 | plastic bag: 0.00 | plastic wrapper: 0.00",0.075,1659.9
5064,hn_cabo_torres_view_harbour_entrance_61.jpg,plastic wrapper,no,no,"no garbage, clean environment: 0.95 | can: 0.04 | plastic bottle: 0.00 | glass: 0.00 | trash pile: 0.00 | metal scrap: 0.00 | trash: 0.00 | plastic bag: 0.00 | plastic wrapper: 0.00",0.076,1659.9
5065,hn_cabo_torres_view_harbour_entrance_63.jpg,plastic bag,no,no,"no garbage, clean environment: 0.91 | can: 0.09 | plastic bottle: 0.00 | glass: 0.00 | metal scrap: 0.00 | trash pile: 0.00 | plastic bag: 0.00 | plastic wrapper: 0.00 | trash: 0.00",0.077,1659.9
5066,hn_cabo_torres_view_harbour_entrance_63.jpg,trash pile,no,no,"no garbage, clean environment: 0.91 | can: 0.09 | plastic bottle: 0.00 | glass: 0.00 | metal scrap: 0.00 | trash pile: 0.00 | plastic bag: 0.00 | plastic wrapper: 0.00 | trash: 0.00",0.071,1659.9
5067,hn_cabo_torres_view_harbour_entrance_63.jpg,glass,no,no,"no garbage, clean environment: 0.91 | can: 0.09 | plastic bottle: 0.00 | glass: 0.00 | metal scrap: 0.00 | trash pile: 0.00 | plastic bag: 0.00 | plastic wrapper: 0.00 | trash: 0.00",0.072,1659.9
5068,hn_cabo_torres_view_harbour_entrance_63.jpg,metal scrap,no,no,"no garbage, clean environment: 0.91 | can: 0.09 | plastic bottle: 0.00 | glass: 0.00 | metal scrap: 0.00 | trash pile: 0.00 | plastic bag: 0.00 | plastic wrapper: 0.00 | trash: 0.00",0.066,1659.9
5069,hn_cabo_torres_view_harbour_entrance_63.jpg,trash,no,no,"no garbage, clean environment: 0.91 | can: 0.09 | plastic bottle: 0.00 | glass: 0.00 | metal scrap: 0.00 | trash pile: 0.00 | plastic bag: 0.00 | plastic wrapper: 0.00 | trash: 0.00",0.067,1659.9
5070,hn_cabo_torres_view_harbour_entrance_63.jpg,plastic bottle,no,no,"no garbage, clean environment: 0.91 | can: 0.09 | plastic bottle: 0.00 | glass: 0.00 | metal scrap: 0.00 | trash pile: 0.00 | plastic bag: 0.00 | plastic wrapper: 0.00 | trash: 0.00",0.073,1659.9
5071,hn_cabo_torres_view_harbour_entrance_63.jpg,can,no,no,"no garbage, clean environment: 0.91 | can: 0.09 | plastic bottle: 0.00 | glass: 0.00 | metal scrap: 0.00 | trash pile: 0.00 | plastic bag: 0.00 | plastic wrapper: 0.00 | trash: 0.00",0.071,1659.9
5072,hn_cabo_torres_view_harbour_entrance_63.jpg,plastic wrapper,no,no,"no garbage, clean environment: 0.91 | can: 0.09 | plastic bottle: 0.00 | glass: 0.00 | metal scrap: 0.00 | trash pile: 0.00 | plastic bag: 0.00 | plastic wrapper: 0.00 | trash: 0.00",0.076,1659.9
5073,hn_cabo_torres_view_harbour_entrance_64.jpg,plastic bottle,no,no,"no garbage, clean environment: 0.74 | glass: 0.16 | can: 0.06 | plastic bottle: 0.02 | plastic bag: 0.00 | plastic wrapper: 0.00 | metal scrap: 0.00 | trash pile: 0.00 | trash: 0.00",0.073,1659.9
5074,hn_cabo_torres_view_harbour_entrance_64.jpg,can,no,no,"no garbage, clean environment: 0.74 | glass: 0.16 | can: 0.06 | plastic bottle: 0.02 | plastic bag: 0.00 | plastic wrapper: 0.00 | metal scrap: 0.00 | trash pile: 0.00 | trash: 0.00",0.063,1659.9
5075,hn_cabo_torres_view_harbour_entrance_64.jpg,trash,no,no,"no garbage, clean environment: 0.74 | glass: 0.16 | can: 0.06 | plastic bottle: 0.02 | plastic bag: 0.00 | plastic wrapper: 0.00 | metal scrap: 0.00 | trash pile: 0.00 | trash: 0.00",0.068,1659.9
5076,hn_cabo_torres_view_harbour_entrance_64.jpg,metal scrap,no,no,"no garbage, clean environment: 0.74 | glass: 0.16 | can: 0.06 | plastic bottle: 0.02 | plastic bag: 0.00 | plastic wrapper: 0.00 | metal scrap: 0.00 | trash pile: 0.00 | trash: 0.00",0.067,1659.9
5077,hn_cabo_torres_view_harbour_entrance_64.jpg,plastic wrapper,no,no,"no garbage, clean environment: 0.74 | glass: 0.16 | can: 0.06 | plastic bottle: 0.02 | plastic bag: 0.00 | plastic wrapper: 0.00 | metal scrap: 0.00 | trash pile: 0.00 | trash: 0.00",0.064,1659.9
5078,hn_cabo_torres_view_harbour_entrance_64.jpg,plastic bag,no,no,"no garbage, clean environment: 0.74 | glass: 0.16 | can: 0.06 | plastic bottle: 0.02 | plastic bag: 0.00 | plastic wrapper: 0.00 | metal scrap: 0.00 | trash pile: 0.00 | trash: 0.00",0.067,1659.9
5079,hn_cabo_torres_view_harbour_entrance_64.jpg,glass,no,no,"no garbage, clean environment: 0.74 | glass: 0.16 | can: 0.06 | plastic bottle: 0.02 | plastic bag: 0.00 | plastic wrapper: 0.00 | metal scrap: 0.00 | trash pile: 0.00 | trash: 0.00",0.066,1659.9
5080,hn_cabo_torres_view_harbour_entrance_64.jpg,trash pile,no,no,"no garbage, clean environment: 0.74 | glass: 0.16 | can: 0.06 | plastic bottle: 0.02 | plastic bag: 0.00 | plastic wrapper: 0.00 | metal scrap: 0.00 | trash pile: 0.00 | trash: 0.00",0.069,1659.9
5081,hn_cabo_torres_view_harbour_entrance_67.jpg,can,no,no,"no garbage, clean environment: 0.75 | can: 0.21 | plastic bottle: 0.01 | plastic bag: 0.01 | metal scrap: 0.01 | glass: 0.01 | trash pile: 0.01 | plastic wrapper: 0.00 | trash: 0.00",0.077,1659.9
